0.000000000000000000e+00,-2.069999999999999840e+00
1.000000000000000000e+00,-2.350000000000000089e+00
2.000000000000000000e+00,-2.660000000000000142e+00
3.000000000000000000e+00,-2.919999999999999929e+00
4.000000000000000000e+00,-3.089999999999999858e+00
5.000000000000000000e+00,-3.109999999999999876e+00
6.000000000000000000e+00,-3.009999999999999787e+00
7.000000000000000000e+00,-2.879999999999999893e+00
8.000000000000000000e+00,-2.790000000000000036e+00
9.000000000000000000e+00,-2.799999999999999822e+00
1.000000000000000000e+01,-2.919999999999999929e+00
1.100000000000000000e+01,-3.080000000000000071e+00
1.200000000000000000e+01,-3.250000000000000000e+00
1.300000000000000000e+01,-3.430000000000000160e+00
1.400000000000000000e+01,-3.600000000000000089e+00
1.500000000000000000e+01,-3.819999999999999840e+00
1.600000000000000000e+01,-4.070000000000000284e+00
1.700000000000000000e+01,-4.339999999999999858e+00
1.800000000000000000e+01,-4.610000000000000320e+00
1.900000000000000000e+01,-4.849999999999999645e+00
2.000000000000000000e+01,-5.030000000000000249e+00
2.100000000000000000e+01,-5.150000000000000355e+00
2.200000000000000000e+01,-5.230000000000000426e+00
2.300000000000000000e+01,-5.330000000000000071e+00
2.400000000000000000e+01,-5.459999999999999964e+00
2.500000000000000000e+01,-5.570000000000000284e+00
2.600000000000000000e+01,-5.650000000000000355e+00
2.700000000000000000e+01,-5.700000000000000178e+00
2.800000000000000000e+01,-5.709999999999999964e+00
2.900000000000000000e+01,-5.690000000000000391e+00
3.000000000000000000e+01,-5.660000000000000142e+00
3.100000000000000000e+01,-5.629999999999999893e+00
3.200000000000000000e+01,-5.610000000000000320e+00
3.300000000000000000e+01,-5.589999999999999858e+00
3.400000000000000000e+01,-5.570000000000000284e+00
3.500000000000000000e+01,-5.559999999999999609e+00
3.600000000000000000e+01,-5.559999999999999609e+00
3.700000000000000000e+01,-5.599999999999999645e+00
3.800000000000000000e+01,-5.679999999999999716e+00
3.900000000000000000e+01,-5.790000000000000036e+00
4.000000000000000000e+01,-5.940000000000000391e+00
4.100000000000000000e+01,-6.120000000000000107e+00
4.200000000000000000e+01,-6.330000000000000071e+00
4.300000000000000000e+01,-6.549999999999999822e+00
4.400000000000000000e+01,-6.790000000000000036e+00
4.500000000000000000e+01,-7.059999999999999609e+00
4.600000000000000000e+01,-7.339999999999999858e+00
4.700000000000000000e+01,-7.639999999999999680e+00
4.800000000000000000e+01,-7.940000000000000391e+00
4.900000000000000000e+01,-8.210000000000000853e+00
5.000000000000000000e+01,-8.480000000000000426e+00
5.100000000000000000e+01,-8.730000000000000426e+00
5.200000000000000000e+01,-8.960000000000000853e+00
5.300000000000000000e+01,-9.199999999999999289e+00
5.400000000000000000e+01,-9.490000000000000213e+00
5.500000000000000000e+01,-9.810000000000000497e+00
5.600000000000000000e+01,-1.017999999999999972e+01
5.700000000000000000e+01,-1.058000000000000007e+01
5.800000000000000000e+01,-1.101999999999999957e+01
5.900000000000000000e+01,-1.148000000000000043e+01
6.000000000000000000e+01,-1.192999999999999972e+01
6.100000000000000000e+01,-1.238000000000000078e+01
6.200000000000000000e+01,-1.283000000000000007e+01
6.300000000000000000e+01,-1.325000000000000000e+01
6.400000000000000000e+01,-1.366000000000000014e+01
6.500000000000000000e+01,-1.402999999999999936e+01
6.600000000000000000e+01,-1.434999999999999964e+01
6.700000000000000000e+01,-1.463000000000000078e+01
6.800000000000000000e+01,-1.486999999999999922e+01
6.900000000000000000e+01,-1.506000000000000050e+01
7.000000000000000000e+01,-1.522000000000000064e+01
7.100000000000000000e+01,-1.535999999999999943e+01
7.200000000000000000e+01,-1.549000000000000021e+01
7.300000000000000000e+01,-1.558999999999999986e+01
7.400000000000000000e+01,-1.566000000000000014e+01
7.500000000000000000e+01,-1.573000000000000043e+01
7.600000000000000000e+01,-1.580000000000000071e+01
7.700000000000000000e+01,-1.590000000000000036e+01
7.800000000000000000e+01,-1.603999999999999915e+01
7.900000000000000000e+01,-1.626000000000000156e+01
8.000000000000000000e+01,-1.658999999999999986e+01
8.100000000000000000e+01,-1.698000000000000043e+01
8.200000000000000000e+01,-1.744000000000000128e+01
