-1.800000000000000000e+02,-3.772999999999999687e+01
-1.790000000000000000e+02,-3.732999999999999829e+01
-1.780000000000000000e+02,-3.682999999999999829e+01
-1.770000000000000000e+02,-3.632999999999999829e+01
-1.760000000000000000e+02,-3.592999999999999972e+01
-1.750000000000000000e+02,-3.553000000000000114e+01
-1.740000000000000000e+02,-3.522999999999999687e+01
-1.730000000000000000e+02,-3.492999999999999972e+01
-1.720000000000000000e+02,-3.472999999999999687e+01
-1.710000000000000000e+02,-3.453000000000000114e+01
-1.700000000000000000e+02,-3.453000000000000114e+01
-1.690000000000000000e+02,-3.453000000000000114e+01
-1.680000000000000000e+02,-3.463000000000000256e+01
-1.670000000000000000e+02,-3.482999999999999829e+01
-1.660000000000000000e+02,-3.503000000000000114e+01
-1.650000000000000000e+02,-3.542999999999999972e+01
-1.640000000000000000e+02,-3.603000000000000114e+01
-1.630000000000000000e+02,-3.663000000000000256e+01
-1.620000000000000000e+02,-3.742999999999999972e+01
-1.610000000000000000e+02,-3.842999999999999972e+01
-1.600000000000000000e+02,-3.920000000000000284e+01
-1.590000000000000000e+02,-3.953000000000000114e+01
-1.580000000000000000e+02,-3.984000000000000341e+01
-1.570000000000000000e+02,-4.014999999999999858e+01
-1.560000000000000000e+02,-4.064999999999999858e+01
-1.550000000000000000e+02,-4.135000000000000142e+01
-1.540000000000000000e+02,-4.214999999999999858e+01
-1.530000000000000000e+02,-4.314999999999999858e+01
-1.520000000000000000e+02,-4.171999999999999886e+01
-1.510000000000000000e+02,-3.982000000000000028e+01
-1.500000000000000000e+02,-3.832000000000000028e+01
-1.490000000000000000e+02,-3.702000000000000313e+01
-1.480000000000000000e+02,-3.592000000000000171e+01
-1.470000000000000000e+02,-3.492999999999999972e+01
-1.460000000000000000e+02,-3.413000000000000256e+01
-1.450000000000000000e+02,-3.342999999999999972e+01
-1.440000000000000000e+02,-3.282999999999999829e+01
-1.430000000000000000e+02,-3.232999999999999829e+01
-1.420000000000000000e+02,-3.192999999999999972e+01
-1.410000000000000000e+02,-3.162000000000000099e+01
-1.400000000000000000e+02,-3.130000000000000071e+01
-1.390000000000000000e+02,-3.060000000000000142e+01
-1.380000000000000000e+02,-3.000000000000000000e+01
-1.370000000000000000e+02,-2.939999999999999858e+01
-1.360000000000000000e+02,-2.889999999999999858e+01
-1.350000000000000000e+02,-2.850000000000000000e+01
-1.340000000000000000e+02,-2.819999999999999929e+01
-1.330000000000000000e+02,-2.789999999999999858e+01
-1.320000000000000000e+02,-2.760000000000000142e+01
-1.310000000000000000e+02,-2.739999999999999858e+01
-1.300000000000000000e+02,-2.730000000000000071e+01
-1.290000000000000000e+02,-2.719999999999999929e+01
-1.280000000000000000e+02,-2.710000000000000142e+01
-1.270000000000000000e+02,-2.710000000000000142e+01
-1.260000000000000000e+02,-2.710000000000000142e+01
-1.250000000000000000e+02,-2.719999999999999929e+01
-1.240000000000000000e+02,-2.719999999999999929e+01
